Provider,Location,Device,Aggregate Date,Technology Type,Metric Type,Multi-Server Latency,Multi-Server Jitter,Download Speed Mbps,Upload Speed Mbps
All Providers Combined,Uzbekistan,,Aug-22,cellular,mean,73,30,28.55,11.49
All Providers Combined,Azerbaijan,,Sep-22,cellular,median,35.6723,8.9955,33.95,10.22
All Providers Combined,Azerbaijan,,Sep-22,cellular,mean,48,20,43.31,15.98
All Providers Combined,Armenia,,Sep-22,cellular,median,33.5742,9.2723,24.1,9.48
All Providers Combined,Armenia,,Sep-22,cellular,mean,54,25,35.38,13.62
All Providers Combined,Belarus,,Sep-22,cellular,median,46.7885,12.8913,10.06,6.11
All Providers Combined,Belarus,,Sep-22,cellular,mean,69,35,20.29,10.94
All Providers Combined,Kazakhstan,,Sep-22,cellular,median,49.2807,14.1618,22.63,9.56
All Providers Combined,Kazakhstan,,Sep-22,cellular,mean,73,38,38.27,13.16
All Providers Combined,Kyrgyzstan,,Sep-22,cellular,median,40.9365,11.167,19.57,9.95
All Providers Combined,Kyrgyzstan,,Sep-22,cellular,mean,61,29,31.78,13.9
All Providers Combined,Russia,,Sep-22,cellular,median,52.9358,10.9593,21.41,7.47
All Providers Combined,Russia,,Sep-22,cellular,mean,70,31,34.92,11.27
All Providers Combined,Tajikistan,,Sep-22,cellular,median,49.3728,19.3114,7.88,5.02
All Providers Combined,Tajikistan,,Sep-22,cellular,mean,91,54,17.84,7.97
All Providers Combined,Uzbekistan,,Sep-22,cellular,median,43.8833,11.5178,15.75,7.67
All Providers Combined,Uzbekistan,,Sep-22,cellular,mean,72,32,28.02,11.69
All Providers Combined,Azerbaijan,,Oct-22,cellular,median,35.1028,8.8575,33.8,10.06
All Providers Combined,Azerbaijan,,Oct-22,cellular,mean,48,20,44.25,15.61
All Providers Combined,Armenia,,Oct-22,cellular,median,35.4597,10.0001,24.03,10.18
All Providers Combined,Armenia,,Oct-22,cellular,mean,74,27,35.48,13.84
All Providers Combined,Belarus,,Oct-22,cellular,median,47.8426,13.4218,9.84,5.99
All Providers Combined,Belarus,,Oct-22,cellular,mean,71,37,20.07,10.79
All Providers Combined,Kazakhstan,,Oct-22,cellular,median,48.7988,14.3826,22.41,9.54
All Providers Combined,Kazakhstan,,Oct-22,cellular,mean,72,39,37.32,13.03
All Providers Combined,Kyrgyzstan,,Oct-22,cellular,median,39.6853,11.0892,20.92,10.22
All Providers Combined,Kyrgyzstan,,Oct-22,cellular,mean,61,29,30.88,13.8
All Providers Combined,Russia,,Oct-22,cellular,median,52.9067,10.9025,21.27,7.73
All Providers Combined,Russia,,Oct-22,cellular,mean,71,30,35,11.46
All Providers Combined,Tajikistan,,Oct-22,cellular,median,50.9323,17.8614,8.01,4.89
All Providers Combined,Tajikistan,,Oct-22,cellular,mean,95,57,16.38,7.94
All Providers Combined,Uzbekistan,,Oct-22,cellular,median,44.2548,11.6844,15.22,7.57
All Providers Combined,Uzbekistan,,Oct-22,cellular,mean,69,32,25.39,11.31
All Providers Combined,Azerbaijan,,Nov-22,cellular,median,35.3844,9.0496,34.6,9.66
All Providers Combined,Azerbaijan,,Nov-22,cellular,mean,51,22,44.75,15.62
All Providers Combined,Armenia,,Nov-22,cellular,median,34.1544,9.8476,22.35,9.1
All Providers Combined,Armenia,,Nov-22,cellular,mean,59,33,34.71,12.86
All Providers Combined,Belarus,,Nov-22,cellular,median,46.15,12.5775,11.71,7.14
All Providers Combined,Belarus,,Nov-22,cellular,mean,66,32,22.64,11.24
All Providers Combined,Kazakhstan,,Nov-22,cellular,median,49.5195,14.757,21.05,9.04
All Providers Combined,Kazakhstan,,Nov-22,cellular,mean,73,40,36.45,12.57
All Providers Combined,Kyrgyzstan,,Nov-22,cellular,median,40.0595,11.2355,19.14,8.77
All Providers Combined,Kyrgyzstan,,Nov-22,cellular,mean,64,28,28.33,12.55
All Providers Combined,Russia,,Nov-22,cellular,median,53.2195,10.7928,21.73,7.99
All Providers Combined,Russia,,Nov-22,cellular,mean,71,30,35.62,11.67
All Providers Combined,Tajikistan,,Nov-22,cellular,median,54.2236,19.1804,8.17,4.91
All Providers Combined,Tajikistan,,Nov-22,cellular,mean,103,58,16.05,7.64
All Providers Combined,Uzbekistan,,Nov-22,cellular,median,44.7335,11.877,14.55,7.05
All Providers Combined,Uzbekistan,,Nov-22,cellular,mean,73,35,24.36,10.8
All Providers Combined,Azerbaijan,,Dec-22,cellular,median,35.3828,8.884,34.93,10.05
All Providers Combined,Azerbaijan,,Dec-22,cellular,mean,51,21,45.93,15.87
All Providers Combined,Armenia,,Dec-22,cellular,median,31.5714,8.8569,24.69,10.13
All Providers Combined,Armenia,,Dec-22,cellular,mean,45,23,36.32,13.99
All Providers Combined,Belarus,,Dec-22,cellular,median,46.356,11.8903,10.98,6.3
All Providers Combined,Belarus,,Dec-22,cellular,mean,67,32,22.03,11.04
All Providers Combined,Kazakhstan,,Dec-22,cellular,median,48.235,13.9292,21.29,9.29
All Providers Combined,Kazakhstan,,Dec-22,cellular,mean,70,37,37.23,13.35
All Providers Combined,Kyrgyzstan,,Dec-22,cellular,median,39.1612,10.3834,19.14,9.41
All Providers Combined,Kyrgyzstan,,Dec-22,cellular,mean,60,26,28.91,13.01
All Providers Combined,Russia,,Dec-22,cellular,median,52.0539,10.2645,23.09,8.28
All Providers Combined,Russia,,Dec-22,cellular,mean,69,28,37.57,11.93
All Providers Combined,Tajikistan,,Dec-22,cellular,median,42.3753,14.7996,8.55,4.64
All Providers Combined,Tajikistan,,Dec-22,cellular,mean,83,44,17.73,7.82
All Providers Combined,Uzbekistan,,Dec-22,cellular,median,44.5086,11.506,13.95,7.21
All Providers Combined,Uzbekistan,,Dec-22,cellular,mean,74,34,22.99,10.77
All Providers Combined,Azerbaijan,,Jan-23,cellular,median,35.568,8.8761,32.23,8.95
All Providers Combined,Azerbaijan,,Jan-23,cellular,mean,53,19,42.87,15.05
All Providers Combined,Armenia,,Jan-23,cellular,median,31.1932,8.624,26.34,10.56
All Providers Combined,Armenia,,Jan-23,cellular,mean,46,24,37.49,14.24
All Providers Combined,Belarus,,Jan-23,cellular,median,48.0117,11.5464,11.47,6.37
All Providers Combined,Belarus,,Jan-23,cellular,mean,66,29,22.78,11.1
All Providers Combined,Kazakhstan,,Jan-23,cellular,median,47.8802,13.5789,22.15,9.39
All Providers Combined,Kazakhstan,,Jan-23,cellular,mean,70,36,38.41,13.55
All Providers Combined,Kyrgyzstan,,Jan-23,cellular,median,38.8437,10.231,18.71,9.24
All Providers Combined,Kyrgyzstan,,Jan-23,cellular,mean,59,26,28.67,13.07
All Providers Combined,Russia,,Jan-23,cellular,median,51.4537,10.0176,23.56,8.42
All Providers Combined,Russia,,Jan-23,cellular,mean,69,27,38.03,12.05
All Providers Combined,Tajikistan,,Jan-23,cellular,median,53.096,17.3474,7.81,4.74
All Providers Combined,Tajikistan,,Jan-23,cellular,mean,107,57,17.37,7.74
All Providers Combined,Uzbekistan,,Jan-23,cellular,median,44.0997,11.8308,13.32,6.71
All Providers Combined,Uzbekistan,,Jan-23,cellular,mean,74,34,23.27,10.52
All Providers Combined,Azerbaijan,,Feb-23,cellular,median,35.2358,8.8835,37.47,11.04
All Providers Combined,Azerbaijan,,Feb-23,cellular,mean,51,19,48.07,16.16
All Providers Combined,Armenia,,Feb-23,cellular,median,31.7893,8.5908,24.25,10.66
All Providers Combined,Armenia,,Feb-23,cellular,mean,47,23,36.47,14.28
All Providers Combined,Belarus,,Feb-23,cellular,median,49.0692,12.0797,11.97,6.86
All Providers Combined,Belarus,,Feb-23,cellular,mean,66,29,24.33,11.7
All Providers Combined,Kazakhstan,,Feb-23,cellular,median,47.184,13.4592,23.68,9.72
All Providers Combined,Kazakhstan,,Feb-23,cellular,mean,70,36,45.05,14.05
All Providers Combined,Kyrgyzstan,,Feb-23,cellular,median,38.1405,9.98,20.35,10.37
All Providers Combined,Kyrgyzstan,,Feb-23,cellular,mean,59,25,30.98,14.3
All Providers Combined,Russia,,Feb-23,cellular,median,52.0157,10.1628,22.96,8.28
All Providers Combined,Russia,,Feb-23,cellular,mean,70,28,37.15,12
All Providers Combined,Tajikistan,,Feb-23,cellular,median,47.5324,16.7215,9.31,5.83
All Providers Combined,Tajikistan,,Feb-23,cellular,mean,96,50,20.28,9.14
All Providers Combined,Uzbekistan,,Feb-23,cellular,median,42.3423,11.2753,15.17,7.54
All Providers Combined,Uzbekistan,,Feb-23,cellular,mean,72,32,25.37,11.28
All Providers Combined,Azerbaijan,,Mar-23,cellular,median,34.7398,8.584,39.46,12.29
All Providers Combined,Azerbaijan,,Mar-23,cellular,mean,49,18,52.44,16.94
All Providers Combined,Armenia,,Mar-23,cellular,median,31.8983,8.9914,23.17,10.59
All Providers Combined,Armenia,,Mar-23,cellular,mean,46,23,35.18,14.26
All Providers Combined,Belarus,,Mar-23,cellular,median,49.3113,11.866,12.08,6.97
All Providers Combined,Belarus,,Mar-23,cellular,mean,67,28,24.21,11.85
All Providers Combined,Kazakhstan,,Mar-23,cellular,median,46.1656,13.2584,24.87,10.03
All Providers Combined,Kazakhstan,,Mar-23,cellular,mean,67,35,49.19,14.6
All Providers Combined,Kyrgyzstan,,Mar-23,cellular,median,37.2073,9.2251,23.7,11.35
All Providers Combined,Kyrgyzstan,,Mar-23,cellular,mean,56,23,33.89,15.28
All Providers Combined,Russia,,Mar-23,cellular,median,51.7245,10.2629,23.39,8.34
All Providers Combined,Russia,,Mar-23,cellular,mean,70,28,37.85,12.09
All Providers Combined,Tajikistan,,Mar-23,cellular,median,49.0386,15.7885,9.23,5.04
All Providers Combined,Tajikistan,,Mar-23,cellular,mean,99,51,18.6,8.41
All Providers Combined,Uzbekistan,,Mar-23,cellular,median,40.9842,11.0378,17.84,9.5
All Providers Combined,Uzbekistan,,Mar-23,cellular,mean,66,31,34.91,12.98
All Providers Combined,Azerbaijan,,Apr-23,cellular,median,34.7328,8.5209,39.24,11.34
All Providers Combined,Azerbaijan,,Apr-23,cellular,mean,49,18,54.88,17
All Providers Combined,Armenia,,Apr-23,cellular,median,31.2412,8.6945,26.3,11.96
All Providers Combined,Armenia,,Apr-23,cellular,mean,47,24,38.56,15.43
All Providers Combined,Belarus,,Apr-23,cellular,median,49.3117,12.1313,12.39,6.32
All Providers Combined,Belarus,,Apr-23,cellular,mean,67,30,25.15,11.45
All Providers Combined,Kazakhstan,,Apr-23,cellular,median,43.6492,12.0351,30.92,11.25
All Providers Combined,Kazakhstan,,Apr-23,cellular,mean,65,33,77.13,16.77
All Providers Combined,Kyrgyzstan,,Apr-23,cellular,median,36.6371,9.3066,26.12,11.92
All Providers Combined,Kyrgyzstan,,Apr-23,cellular,mean,58,24,37.29,15.6
All Providers Combined,Russia,,Apr-23,cellular,median,52.0317,10.3566,25,8.41
All Providers Combined,Russia,,Apr-23,cellular,mean,70,28,39.34,12.26
All Providers Combined,Tajikistan,,Apr-23,cellular,median,46.4838,14.848,11.48,5.1
All Providers Combined,Tajikistan,,Apr-23,cellular,mean,89,44,21.78,8.53
All Providers Combined,Uzbekistan,,Apr-23,cellular,median,38.8547,10.6078,21.33,10.4
All Providers Combined,Uzbekistan,,Apr-23,cellular,mean,62,29,51.77,14.21
All Providers Combined,Azerbaijan,,May-23,cellular,median,34.3607,8.3769,40.97,11.58
All Providers Combined,Azerbaijan,,May-23,cellular,mean,49,18,55.59,16.97
All Providers Combined,Armenia,,May-23,cellular,median,31.9106,9.0039,24.74,11.01
All Providers Combined,Armenia,,May-23,cellular,mean,50,26,37.32,15.11
All Providers Combined,Belarus,,May-23,cellular,median,49.4122,12.2169,11.95,6.07
All Providers Combined,Belarus,,May-23,cellular,mean,69,31,25.52,11.25
All Providers Combined,Kazakhstan,,May-23,cellular,median,43.0966,11.7999,30.32,11.09
All Providers Combined,Kazakhstan,,May-23,cellular,mean,64,31,74.34,16.49
All Providers Combined,Kyrgyzstan,,May-23,cellular,median,37.4777,9.56,25.2,11.23
All Providers Combined,Kyrgyzstan,,May-23,cellular,mean,58,24,37.3,15.18
All Providers Combined,Russia,,May-23,cellular,median,52.5717,10.5715,25.36,8.11
All Providers Combined,Russia,,May-23,cellular,mean,71,30,39.69,11.97
All Providers Combined,Tajikistan,,May-23,cellular,median,49.9136,17.3727,9.48,5.2
All Providers Combined,Tajikistan,,May-23,cellular,mean,96,46,18.68,8.25
All Providers Combined,Uzbekistan,,May-23,cellular,median,39.7542,11.4013,19.61,10.18
All Providers Combined,Uzbekistan,,May-23,cellular,mean,63,31,42.71,13.89
All Providers Combined,Azerbaijan,,Jun-23,cellular,median,34.556,8.418,40.39,11.25
All Providers Combined,Azerbaijan,,Jun-23,cellular,mean,50,19,54.39,16.7
All Providers Combined,Armenia,,Jun-23,cellular,median,31.9209,8.7453,27.77,12.16
All Providers Combined,Armenia,,Jun-23,cellular,mean,49,25,39.79,16.08
All Providers Combined,Belarus,,Jun-23,cellular,median,48.2203,12.2476,10.33,5.04
All Providers Combined,Belarus,,Jun-23,cellular,mean,71,34,24.23,10.86
All Providers Combined,Kazakhstan,,Jun-23,cellular,median,41.8522,10.963,34.07,11.42
All Providers Combined,Kazakhstan,,Jun-23,cellular,mean,62,30,87.46,17.5
All Providers Combined,Kyrgyzstan,,Jun-23,cellular,median,37.5685,9.1463,27.44,11.08
All Providers Combined,Kyrgyzstan,,Jun-23,cellular,mean,58,26,39.28,15.38
All Providers Combined,Russia,,Jun-23,cellular,median,53.2487,10.8637,24.32,7.76
All Providers Combined,Russia,,Jun-23,cellular,mean,73,31,38.89,11.63
All Providers Combined,Tajikistan,,Jun-23,cellular,median,56.5103,19.075,9.91,5.17
All Providers Combined,Tajikistan,,Jun-23,cellular,mean,109,54,18.68,8.51
All Providers Combined,Uzbekistan,,Jun-23,cellular,median,38.2561,10.7465,20.95,10.79
All Providers Combined,Uzbekistan,,Jun-23,cellular,mean,58,32,45.26,14.81
All Providers Combined,Azerbaijan,,Jul-23,cellular,median,34.3289,8.4419,41.77,11.24
All Providers Combined,Azerbaijan,,Jul-23,cellular,mean,49,17,53.75,16.87
All Providers Combined,Armenia,,Jul-23,cellular,median,32.3197,9.0135,25.38,11.61
All Providers Combined,Armenia,,Jul-23,cellular,mean,52,26,38.12,15.86
All Providers Combined,Belarus,,Jul-23,cellular,median,47.6571,11.8409,10.42,4.74
All Providers Combined,Belarus,,Jul-23,cellular,mean,71,35,25.53,10.68
All Providers Combined,Kazakhstan,,Jul-23,cellular,median,42.0807,10.938,33.91,11.18
All Providers Combined,Kazakhstan,,Jul-23,cellular,mean,63,30,77.22,16.81
All Providers Combined,Kyrgyzstan,,Jul-23,cellular,median,39.8558,9.674,26.92,10.95
All Providers Combined,Kyrgyzstan,,Jul-23,cellular,mean,65,29,39.36,14.98
All Providers Combined,Russia,,Jul-23,cellular,median,54.0046,10.9852,23.5,7.35
All Providers Combined,Russia,,Jul-23,cellular,mean,75,33,38.32,11.26
All Providers Combined,Tajikistan,,Jul-23,cellular,median,60.2337,20.897,9.73,4.91
All Providers Combined,Tajikistan,,Jul-23,cellular,mean,96,59,19.86,8.51
All Providers Combined,Uzbekistan,,Jul-23,cellular,median,38.9459,11.2437,20.33,10.29
All Providers Combined,Uzbekistan,,Jul-23,cellular,mean,59,32,40.57,14.46
All Providers Combined,Azerbaijan,,Aug-23,cellular,median,33.9384,8.592,42.94,11.15
All Providers Combined,Azerbaijan,,Aug-23,cellular,mean,50,18,55.56,16.86
All Providers Combined,Armenia,,Aug-23,cellular,median,32.875,9.1952,23.79,11.01
All Providers Combined,Armenia,,Aug-23,cellular,mean,56,27,36.12,15.04
All Providers Combined,Belarus,,Aug-23,cellular,median,46.415,11.938,11.37,5.44
All Providers Combined,Belarus,,Aug-23,cellular,mean,70,34,26.94,11.17
All Providers Combined,Kazakhstan,,Aug-23,cellular,median,42.4537,11.1542,35.81,11.9
All Providers Combined,Kazakhstan,,Aug-23,cellular,mean,63,30,80.88,17.25
All Providers Combined,Kyrgyzstan,,Aug-23,cellular,median,39.5566,9.4037,28.45,11.15
All Providers Combined,Kyrgyzstan,,Aug-23,cellular,mean,61,25,40.63,15.64
All Providers Combined,Russia,,Aug-23,cellular,median,53.391,10.7211,24.6,7.69
All Providers Combined,Russia,,Aug-23,cellular,mean,73,31,39.76,11.57
All Providers Combined,Tajikistan,,Aug-23,cellular,median,57.9323,19.2024,9.61,5.71
All Providers Combined,Tajikistan,,Aug-23,cellular,mean,105,58,20.24,9.25
All Providers Combined,Uzbekistan,,Aug-23,cellular,median,38.9456,10.9749,23.25,12.16
All Providers Combined,Uzbekistan,,Aug-23,cellular,mean,58,30,43.81,16.03
All Providers Combined,Azerbaijan,,Sep-23,cellular,median,33.6213,8.6951,44.88,13.11
All Providers Combined,Azerbaijan,,Sep-23,cellular,mean,48,19,57.45,18.11
All Providers Combined,Armenia,,Sep-23,cellular,median,33.4472,9.7002,21.33,10.59
All Providers Combined,Armenia,,Sep-23,cellular,mean,57,30,33.97,14.48
All Providers Combined,Belarus,,Sep-23,cellular,median,46.707,12.2271,11.49,6.75
All Providers Combined,Belarus,,Sep-23,cellular,mean,66,31,27.26,11.99
All Providers Combined,Kazakhstan,,Sep-23,cellular,median,42.3607,11.6581,36.03,12.38
All Providers Combined,Kazakhstan,,Sep-23,cellular,mean,61,30,83.8,17.54
All Providers Combined,Kyrgyzstan,,Sep-23,cellular,median,38.5815,9.7802,26.09,10.84
All Providers Combined,Kyrgyzstan,,Sep-23,cellular,mean,58,24,38.53,15.08
All Providers Combined,Russia,,Sep-23,cellular,median,52.5311,10.6455,25.17,8.04
All Providers Combined,Russia,,Sep-23,cellular,mean,71,30,40.45,11.88
All Providers Combined,Tajikistan,,Sep-23,cellular,median,53.4156,20.4702,9.76,5.48
All Providers Combined,Tajikistan,,Sep-23,cellular,mean,93,54,22.86,8.82
All Providers Combined,Uzbekistan,,Sep-23,cellular,median,39.1527,11.2994,23.63,12.6
All Providers Combined,Uzbekistan,,Sep-23,cellular,mean,59,32,47.18,16.14
All Providers Combined,Azerbaijan,,Oct-23,cellular,median,33.6666,8.771,45.7,12.71
All Providers Combined,Azerbaijan,,Oct-23,cellular,mean,48,18,58.6,18.04
All Providers Combined,Armenia,,Oct-23,cellular,median,33.5736,10.6612,19.8,9.55
All Providers Combined,Armenia,,Oct-23,cellular,mean,50,30,33.86,13.8
All Providers Combined,Belarus,,Oct-23,cellular,median,46.7087,12.4309,11.33,6.65
All Providers Combined,Belarus,,Oct-23,cellular,mean,67,32,26.56,12.09
All Providers Combined,Kazakhstan,,Oct-23,cellular,median,41.7982,11.7012,35.9,13.42
All Providers Combined,Kazakhstan,,Oct-23,cellular,mean,60,30,88.1,18.82
All Providers Combined,Kyrgyzstan,,Oct-23,cellular,median,37.4205,10.0001,25.69,12.02
All Providers Combined,Kyrgyzstan,,Oct-23,cellular,mean,56,27,37.82,15.76
All Providers Combined,Russia,,Oct-23,cellular,median,52.6166,10.6923,24.04,7.99
All Providers Combined,Russia,,Oct-23,cellular,mean,72,30,38.92,11.84
All Providers Combined,Tajikistan,,Oct-23,cellular,median,48.2221,19.0514,9.67,5.81
All Providers Combined,Tajikistan,,Oct-23,cellular,mean,83,54,22.31,9.22
All Providers Combined,Uzbekistan,,Oct-23,cellular,median,38.2542,11.0949,23.69,12.06
All Providers Combined,Uzbekistan,,Oct-23,cellular,mean,54,31,56.48,16.2
All Providers Combined,Azerbaijan,,Nov-23,cellular,median,33.1386,8.4833,45.45,12.85
All Providers Combined,Azerbaijan,,Nov-23,cellular,mean,47,17,59.65,18.1
All Providers Combined,Armenia,,Nov-23,cellular,median,32.7187,9.7272,25.17,11.95
All Providers Combined,Armenia,,Nov-23,cellular,mean,49,25,37.59,15.44
All Providers Combined,Belarus,,Nov-23,cellular,median,46.64,12.057,11.94,6.88
All Providers Combined,Belarus,,Nov-23,cellular,mean,65,31,27.43,12.17
All Providers Combined,Kazakhstan,,Nov-23,cellular,median,42.1927,11.7659,35.49,13.07
All Providers Combined,Kazakhstan,,Nov-23,cellular,mean,61,30,82.94,18.63
All Providers Combined,Kyrgyzstan,,Nov-23,cellular,median,38.6612,10.3221,25.47,12.27
All Providers Combined,Kyrgyzstan,,Nov-23,cellular,mean,59,27,36.61,15.75
All Providers Combined,Russia,,Nov-23,cellular,median,52.7656,10.4408,23.97,8.32
All Providers Combined,Russia,,Nov-23,cellular,mean,71,29,38.8,12.14
All Providers Combined,Tajikistan,,Nov-23,cellular,median,48.7127,17.6265,9.35,5.39
All Providers Combined,Tajikistan,,Nov-23,cellular,mean,93,56,21.42,8.93
All Providers Combined,Uzbekistan,,Nov-23,cellular,median,38.0932,10.7253,24.7,12.66
All Providers Combined,Uzbekistan,,Nov-23,cellular,mean,53,29,59.87,16.77
All Providers Combined,Azerbaijan,,Dec-23,cellular,median,32.9048,8.2517,43.8,11.87
All Providers Combined,Azerbaijan,,Dec-23,cellular,mean,47,17,60.11,17.58
All Providers Combined,Armenia,,Dec-23,cellular,median,32.3667,9.5457,26.43,12.23
All Providers Combined,Armenia,,Dec-23,cellular,mean,48,25,40.33,15.86
All Providers Combined,Belarus,,Dec-23,cellular,median,45.7519,11.6843,12.75,7.1
All Providers Combined,Belarus,,Dec-23,cellular,mean,65,30,28.71,12.3
All Providers Combined,Kazakhstan,,Dec-23,cellular,median,43.6829,11.8701,35.07,12.7
All Providers Combined,Kazakhstan,,Dec-23,cellular,mean,63,31,83.63,18.45
All Providers Combined,Kyrgyzstan,,Dec-23,cellular,median,37.1308,10.1195,24.43,11.29
All Providers Combined,Kyrgyzstan,,Dec-23,cellular,mean,57,28,35.98,15.22
All Providers Combined,Russia,,Dec-23,cellular,median,52.5192,10.2496,24.47,8.41
All Providers Combined,Russia,,Dec-23,cellular,mean,71,28,39.31,12.2
All Providers Combined,Tajikistan,,Dec-23,cellular,median,47.9518,19.0483,8.15,5.45
All Providers Combined,Tajikistan,,Dec-23,cellular,mean,92,61,20.54,8.78
All Providers Combined,Uzbekistan,,Dec-23,cellular,median,38.595,10.9445,25.2,12.46
All Providers Combined,Uzbekistan,,Dec-23,cellular,mean,54,30,60.53,16.5
All Providers Combined,Azerbaijan,,Jan-24,cellular,median,32.889,8.2944,46.88,12.22
All Providers Combined,Azerbaijan,,Jan-24,cellular,mean,46,17,59.68,17.52
All Providers Combined,Armenia,,Jan-24,cellular,median,32.301,9.5917,30.95,12.32
All Providers Combined,Armenia,,Jan-24,cellular,mean,46,24,44.31,16.01
All Providers Combined,Belarus,,Jan-24,cellular,median,44.6663,11.3496,12.82,7.32
All Providers Combined,Belarus,,Jan-24,cellular,mean,62,29,29.13,12.67
All Providers Combined,Kazakhstan,,Jan-24,cellular,median,43.5809,11.973,35.21,12.96
All Providers Combined,Kazakhstan,,Jan-24,cellular,mean,63,30,84.37,18.47
All Providers Combined,Kyrgyzstan,,Jan-24,cellular,median,36.4747,9.2076,26.65,11.49
All Providers Combined,Kyrgyzstan,,Jan-24,cellular,mean,55,25,38.39,15.31
All Providers Combined,Russia,,Jan-24,cellular,median,51.9764,10.0031,25.71,8.67
All Providers Combined,Russia,,Jan-24,cellular,mean,69,26,40.81,12.47
All Providers Combined,Tajikistan,,Jan-24,cellular,median,51.6518,18.7398,7.58,5.43
All Providers Combined,Tajikistan,,Jan-24,cellular,mean,105,62,18.6,9.02
All Providers Combined,Uzbekistan,,Jan-24,cellular,median,38.2392,10.5783,26.97,11.25
All Providers Combined,Uzbekistan,,Jan-24,cellular,mean,51,28,65.9,15.69
All Providers Combined,Azerbaijan,,Feb-24,cellular,median,33.3016,8.3534,48.41,13.23
All Providers Combined,Azerbaijan,,Feb-24,cellular,mean,46,18,62.82,18.3
All Providers Combined,Armenia,,Feb-24,cellular,median,31.7161,9.1221,30.19,13.08
All Providers Combined,Armenia,,Feb-24,cellular,mean,46,23,43.65,16.71
All Providers Combined,Belarus,,Feb-24,cellular,median,45.4348,12.2161,11.86,7.14
All Providers Combined,Belarus,,Feb-24,cellular,mean,64,30,26.79,11.99
All Providers Combined,Kazakhstan,,Feb-24,cellular,median,43.4873,12.2157,35.71,13.06
All Providers Combined,Kazakhstan,,Feb-24,cellular,mean,63,32,92.1,18.56
All Providers Combined,Kyrgyzstan,,Feb-24,cellular,median,36.8756,9.55,27.25,11.59
All Providers Combined,Kyrgyzstan,,Feb-24,cellular,mean,57,27,38.74,15.38
All Providers Combined,Russia,,Feb-24,cellular,median,52.723,10.4535,24.64,8.42
All Providers Combined,Russia,,Feb-24,cellular,mean,71,29,39.49,12.25
All Providers Combined,Tajikistan,,Feb-24,cellular,median,52.0464,19.3055,8.14,5.83
All Providers Combined,Tajikistan,,Feb-24,cellular,mean,99,59,21.35,9.19
All Providers Combined,Uzbekistan,,Feb-24,cellular,median,38.0753,10.6168,26.24,11.08
All Providers Combined,Uzbekistan,,Feb-24,cellular,mean,51,29,62.39,15.3
All Providers Combined,Azerbaijan,,Mar-24,cellular,median,33.8976,8.5631,50.12,12.77
All Providers Combined,Azerbaijan,,Mar-24,cellular,mean,47,18,64.34,18.34
All Providers Combined,Armenia,,Mar-24,cellular,median,32.107,9.3384,29.07,12.68
All Providers Combined,Armenia,,Mar-24,cellular,mean,49,27,41.67,16.23
All Providers Combined,Belarus,,Mar-24,cellular,median,46.2925,12.8169,11.59,6.64
All Providers Combined,Belarus,,Mar-24,cellular,mean,69,35,25.88,11.65
All Providers Combined,Kazakhstan,,Mar-24,cellular,median,43.8031,11.9575,38.04,13.66
